,000751,519700,519712,519736
2015-11-02,,,,
2015-11-03,,,,
2015-11-04,-0.008528923975111846,-0.0021562186500991842,-0.002251125325201997,-0.0002722409850381968
2015-11-05,-0.01751823827848842,-0.01850154322558306,-0.013856381098727777,-0.02367113405240373
2015-11-06,-0.018061724164507575,0.006793674833373897,0.006876394417730802,-0.003116583489685576
2015-11-09,-0.0014837100797937541,0.004948613152529369,0.002068763811662988,0.016887098529248412
2015-11-10,-0.018229853782965044,0.002988666678734875,0.0009161053438346833,0.009969298759407774
2015-11-11,0.008755527991171297,0.021498890823029804,0.013388291744688807,0.01475285907699786
2015-11-12,0.013334630982715923,0.015638170640909776,0.011174801313704186,0.019190775657819015
2015-11-13,-0.005473384005111548,-0.019615590482844336,-0.014621111277838938,-0.026121456752125738
2015-11-16,-0.00949799818748831,-0.002431655582393333,-0.007761817249280156,0.0002584670557206348
2015-11-17,0.004719201610450141,-0.0001765747992295008,0.0057168887129607215,-0.007949538861031447
2015-11-18,0.007562442782335088,-0.00905863345873692,-0.002239958380404028,-0.008076407172129985
2015-11-19,-0.0038358288425675013,0.015519572951818494,0.0066982239481618855,0.019085136120343016
2015-11-20,-5.2179050845535535e-05,0.011358597203592447,0.008466863589871143,0.014927092764970618
2015-11-23,0.0006120129668970575,0.0005575206210360895,-0.0029876448506925835,-0.007959902248210193
2015-11-24,-0.005297408406523596,0.0013702641999326914,0.002383280001873489,0.008269106379503288
2015-11-25,-0.0033858886689495105,0.005080841407547165,0.012273468553454236,0.015437758736389862
2015-11-26,0.003821030556692473,0.0029742708156998976,0.004996977010841341,-0.0033033500831110008
2015-11-27,0.01859131017612481,-0.000820528742079718,-0.004795543445150985,-0.0050592072211040895
2015-11-30,-0.003887437131449345,-0.0016616592326270663,0.0024117721083252164,0.0018730297625881853
2015-12-01,-0.0037166899197575987,-0.006145489957851247,-0.010120970556093067,-0.012769763255761957
2015-12-02,-0.02644855912163213,-0.04788984434860377,-0.03270953480218464,-0.04875935078756688
2015-12-03,0.00011934125653789707,0.011012024514534202,0.00936848741477836,0.01283409864123386
2015-12-04,0.005023608999756957,0.003548696251801542,-0.0014917335811595045,0.0017889363661770519
2015-12-07,0.00534181169677117,0.008816899328550676,0.006710910328378894,0.006294127596743859
2015-12-08,-0.003894151702911852,-0.004065617287063561,0.004209292275271115,0.008554166259963192
2015-12-09,-0.006232322840965088,-0.008336478548487403,-0.004840857163785239,-0.006796656926743916
2015-12-10,0.00246583812252843,0.0031064531129191275,0.0017169209220901926,0.0002831894200903129
2015-12-11,-0.008438416968193474,-0.014979108748737646,-0.009558725231358922,-0.007541126263428288
2015-12-14,-0.025536906609422205,-0.02294878185987481,-0.026758160292832178,-0.02762442012596167
2015-12-15,0.007424419347401012,0.015182933495556328,0.016548860058005377,0.013750172999115517
2015-12-16,0.0018207475988105681,0.01072355195407082,0.010020198725277818,0.009464146011174512
2015-12-17,0.003047773001288112,0.010127884952960464,0.007016650928900026,0.0072881430673716885
2015-12-18,0.0009482131667348792,-0.005475114209762544,-0.004786862748075493,-0.0007210030726725325
2015-12-21,-0.0038447267228414184,-0.022025823410809497,-0.013764113029770098,-0.021624813705932944
2015-12-22,2.6013517089751304e-05,0.007890586459122773,0.008936425009047566,0.0015084308319355255
2015-12-23,-0.0049686988664751075,-0.009543286343251967,-0.01448142920447748,-0.010521391361240973
2015-12-24,0.0037591484583791024,0.00947552781062222,0.016326238177212238,0.005808944790131276
2015-12-25,-0.0028289980946797355,0.0019444980168683568,0.003244989076242266,0.0033343759401802675
2015-12-28,0.016947769586187822,0.012019273106097739,0.008395774625814534,0.020263667370986282
2015-12-29,-0.002906109903570764,-0.0037526819950288726,-0.0032611620939955177,-0.0027161222527680717
2015-12-30,0.0012635760851300581,0.010621233273705455,0.01763517764148803,0.007051199464665148
2015-12-31,-0.0007480864316705693,-0.006684119424255952,-0.009527314117958485,-0.013213584556183933
